"source","target","weight","evidence_type"
"PDZK1IP1","KPNA2",0.00041,"Text-mining"
"PDZK1IP1","DMBT1",0.00042,"Text-mining"
"CCT3","SOX2",0.000457,"Experiments"
"CCT3","CCNE2",0.000499,"Databases"
"CCT3","TUBA3C",0.000499,"Databases"
"CCT3","FBXW10",0.000499,"Databases"
"CCT3","TTLL3",0.000532,"Experiments"
"CCT3","CDC20",0.000734,"Experiments"
"CCT3","PPP2R2C",0.000734,"Experiments"
"CCT3","PFDN6",0.000904,"Experiments + Databases"
"SSR2","RHBDF2",0.000881,"Text-mining"
"HDAC11","CDT1",0.000501,"Experiments"
"HDAC11","H2BC17",0.00065,"Databases"
"HDAC11","H2AC13",0.00065,"Databases"
"HDAC11","H2BC11",0.00065,"Databases"
"HDAC11","H2AX",0.00065,"Databases"
"HDAC11","H2BC15",0.00065,"Databases"
"HDAC11","H2BC18",0.00065,"Databases"
"HDAC11","H2AZ1",0.00065,"Databases"
"HDAC11","H2BC9",0.00065,"Databases"
"TRIM54","FLNC",0.000457,"Experiments"
"RHO","GNG4",0.000499,"Databases"
"RHO","CALML6",0.000819,"Text-mining"
"H2AZ1","EHMT2",0.000402,"Experiments"
"H2AZ1","NCAPG2",0.000499,"Databases"
"H2AZ1","EZH2",0.000499,"Databases"
"H2AZ1","PLK1",0.000499,"Databases"
"H2AZ1","PHF19",0.000499,"Databases"
"H2AZ1","DNMT3B",0.000499,"Databases"
"H2AZ1","DNMT1",0.000499,"Databases"
"H2AZ1","PKN1",0.000499,"Databases"
"H2AZ1","H2BC6",0.000538,"Experiments"
"H2AZ1","H2BC8",0.000547,"Experiments"
"H2AZ1","ORC1",0.000568,"Databases"
"H2AZ1","UHRF1",0.000579,"Experiments + Databases"
"H2AZ1","CBX2",0.000581,"Experiments + Databases"
"H2AZ1","H2AX",0.000581,"Experiments + Databases"
"H2AZ1","H2BC18",0.000591,"Experiments"
"H2AZ1","CENPA",0.000701,"Experiments + Databases"
"H2AZ1","H2BC15",0.000706,"Experiments + Databases"
"H2AZ1","H2BC9",0.000744,"Experiments + Databases"
"H2AZ1","H2BC17",0.000767,"Experiments + Databases"
"H2AZ1","H4C14",0.000837,"Experiments"
"H2AZ1","H4C8",0.000879,"Experiments"
"H2AZ1","H4C5",0.000879,"Experiments"
"H2AZ1","H4C12",0.000879,"Experiments"
"H2AZ1","H2BC11",0.000969,"Experiments + Databases"
"H2AZ1","VPS72",0.000983,"Experiments"
"MAD2L1","RACGAP1",0.000445,"Text-mining"
"MAD2L1","SGO2",0.000456,"Experiments"
"MAD2L1","UBD",0.000457,"Experiments"
"MAD2L1","TTK",0.000485,"Experiments"
"MAD2L1","CDC20B",0.000502,"Experiments"
"MAD2L1","CCNA2",0.000601,"Databases"
"MAD2L1","KIF20A",0.000615,"Experiments"
"MAD2L1","UBE2C",0.000628,"Experiments + Databases"
"MAD2L1","CDK1",0.000691,"Databases"
"MAD2L1","BUB1",0.000804,"Experiments"
"MAD2L1","NEK2",0.000861,"Experiments + Databases"
"MAD2L1","CDC20",0.000999,"Experiments + Databases"
"ITGA2","COL2A1",0.000465,"Text-mining"
"ITGA2","LAMA3",0.000499,"Databases"
"ITGA2","COL9A1",0.000595,"Databases"
"ITGA2","FLNC",0.00065,"Databases"
"ITGA2","ITGA6",0.000818,"Databases"
"RGS20","OTX1",0.000451,"Experiments"
"RGS20","GNAZ",0.000746,"Experiments + Databases"
"DCAF13","DCAF4L2",0.00054,"Databases"
"DCAF13","DCAF8L2",0.00054,"Databases"
"DCAF13","DCAF4L1",0.00054,"Databases"
"DCAF13","DCAF8L1",0.00054,"Databases"
"DCAF13","DET1",9e-04,"Databases"
"DCAF13","DTL",9e-04,"Databases"
"MELK","BIRC5",0.000436,"Text-mining"
"MELK","FOXM1",0.000705,"Text-mining"
"RPL10L","CUL7",0.000403,"Experiments"
"RPL10L","RPL36A",0.000867,"Experiments"
"RPL10L","RPS10",0.000896,"Experiments"
"RPL10L","RPL30",0.000926,"Experiments"
"CKB","ALDOA",0.00042,"Experiments"
"PCLAF","UHRF1",0.000487,"Experiments"
"PCLAF","PCNA",0.000966,"Experiments"
"PLK1","BIRC5",0.000406,"Text-mining"
"PLK1","G6PD",0.000414,"Text-mining"
"PLK1","ECT2",0.000418,"Text-mining"
"PLK1","CDK1",0.000428,"Text-mining"
"PLK1","RACGAP1",0.000457,"Experiments"
"PLK1","RAD51",0.000457,"Experiments"
"PLK1","CLSPN",0.000457,"Experiments"
"PLK1","FBXO43",0.000471,"Experiments"
"PLK1","KIF2C",0.000486,"Experiments"
"PLK1","H2BC9",0.000499,"Databases"
"PLK1","H2BC11",0.000499,"Databases"
"PLK1","H2BC17",0.000499,"Databases"
"PLK1","H2AX",0.000499,"Databases"
"PLK1","H2BC15",0.000499,"Databases"
"PLK1","RRM2",0.000522,"Experiments"
"PLK1","MCM3",0.00054,"Experiments"
"PLK1","KIF20A",0.000563,"Text-mining"
"PLK1","UBE2C",0.00057,"Databases"
"PLK1","TOP2A",0.000578,"Experiments"
"PLK1","PRC1",0.00063,"Experiments"
"PLK1","SPAG5",0.000649,"Experiments"
"PLK1","BUB1",0.000728,"Experiments"
"PLK1","CDC20",0.000785,"Experiments"
"PLK1","SKA3",0.000793,"Experiments + Databases"
"PLK1","CENPF",0.000812,"Databases"
"PLK1","NCAPG2",0.000843,"Experiments + Databases"
"PLK1","CDC25C",0.000894,"Experiments"
"PLK1","GTSE1",0.000926,"Experiments + Databases"
"PLK1","FOXM1",0.000944,"Experiments + Databases"
"PLK1","ERCC6L",0.00095,"Experiments"
"PLK1","BRCA2",0.000979,"Experiments"
"TPX2","RRM2",0.000438,"Text-mining"
"TPX2","AURKB",0.000506,"Experiments"
"TPX2","MKI67",0.000599,"Experiments"
"TPX2","HMMR",0.000761,"Experiments"
"CDT1","MCMDC2",0.000505,"Experiments"
"CDT1","CCNA2",0.000655,"Experiments"
"CDT1","DTL",0.000659,"Experiments"
"CDT1","CDK1",0.000665,"Experiments"
"CDT1","CKS1B",0.000671,"Experiments"
"CDT1","CKS2",0.000671,"Experiments"
"CDT1","CDC45",0.000767,"Text-mining"
"CDT1","MCM8",0.000805,"Experiments + Databases"
"CDT1","MCM10",9e-04,"Experiments + Databases"
"CDT1","ORC1",0.000938,"Experiments + Databases"
"CDT1","MCM3",0.000944,"Experiments + Databases"
"CDT1","PCNA",0.00096,"Experiments"
"CDT1","MCM7",0.000982,"Experiments + Databases"
"LIN37","FOXM1",0.000565,"Experiments + Databases"
"LIN37","MYBL1",0.000685,"Experiments"
"LIN37","RBL1",0.000688,"Experiments"
"LIN37","E2F5",0.000831,"Experiments + Databases"
"LIN37","LIN9",0.000999,"Experiments + Databases"
"CHAF1A","H3C2",0.00042,"Experiments"
"CHAF1A","PCNA",0.000457,"Experiments"
"CHAF1A","CHAF1B",0.000998,"Experiments + Databases"
"KIFC2","KIF5A",0.00054,"Databases"
"KIFC2","KIF21B",0.00054,"Databases"
"KIFC2","KIF20A",0.00054,"Databases"
"KIFC2","KIFC1",0.00054,"Databases"
"KIFC2","KIF2C",0.00054,"Databases"
"KIFC2","KIF18B",0.00054,"Databases"
"KIFC2","KIF14",0.00054,"Databases"
"KIFC2","KIF15",0.00054,"Databases"
"KIFC2","KLC2",0.000564,"Databases"
"BIRC5","H2AX",0.000457,"Experiments"
"BIRC5","UBE2C",0.000483,"Text-mining"
"BIRC5","TOP2A",0.000507,"Text-mining"
"BIRC5","FOXM1",0.00051,"Text-mining"
"BIRC5","CENPF",0.00055,"Text-mining"
"BIRC5","KIF2C",0.000599,"Text-mining"
"BIRC5","BUB1",0.000638,"Text-mining"
"BIRC5","CDK1",0.00079,"Experiments"
"BIRC5","AURKB",0.000998,"Experiments + Databases"
"BIRC5","CDCA8",0.000999,"Experiments + Databases"
"BIRC5","INCENP",0.000999,"Experiments + Databases"
"BUB1","CDC20B",0.000409,"Experiments"
"BUB1","RFC4",0.000476,"Text-mining"
"BUB1","CCNA2",0.000503,"Text-mining"
"BUB1","TTK",0.000544,"Experiments"
"BUB1","CENPF",0.000657,"Text-mining"
"BUB1","KIF2C",0.000668,"Text-mining"
"BUB1","DSN1",0.000725,"Experiments"
"BUB1","SPC24",0.000725,"Experiments"
"BUB1","AURKB",0.000762,"Text-mining"
"BUB1","CDK1",0.000901,"Experiments"
"BUB1","ZWINT",0.000926,"Experiments"
"BUB1","CDC20",0.000983,"Experiments"
"COL22A1","COL7A1",4e-04,"Databases"
"COL22A1","COL15A1",4e-04,"Databases"
"COL22A1","COL9A1",4e-04,"Databases"
"COL22A1","SERPINH1",0.000499,"Databases"
"CDC25A","SFN",0.000409,"Experiments"
"CDC25A","CDK1",0.000494,"Experiments"
"CDC25A","NAA10",0.000534,"Experiments"
"CDC25A","CHEK1",0.000608,"Experiments"
"CDC25A","CDC25C",9e-04,"Databases"
"RAB24","CHML",0.000564,"Experiments + Databases"
"KREMEN2","DKK1",0.000993,"Experiments + Databases"
"CALML6","CNR1",0.000404,"Text-mining"
"CALML6","TRPC6",0.000575,"Experiments"
"CALML6","DAPK2",0.000576,"Text-mining"
"CALML6","KCNQ3",0.000582,"Text-mining"
"CALML6","MYO1A",0.000613,"Text-mining"
"CALML6","STRA6",0.000674,"Text-mining"
"CALML6","PLA2G6",0.00069,"Text-mining"
"CALML6","SCN4A",0.000695,"Experiments"
"CALML6","BEX2",0.000716,"Text-mining"
"CALML6","UNC13A",0.000848,"Text-mining"
"BFSP2","EPHB2",0.000671,"Text-mining"
"BFSP2","BFSP1",0.000852,"Experiments"
"FEN1","BLM",5e-04,"Experiments"
"FEN1","RFC3",0.000543,"Databases"
"FEN1","DDX11",0.000617,"Experiments"
"FEN1","DNA2",0.000649,"Experiments"
"FEN1","RFC4",0.000655,"Databases"
"FEN1","RECQL4",0.000759,"Text-mining"
"FEN1","POLD1",0.000883,"Experiments + Databases"
"FEN1","PCNA",0.000992,"Experiments + Databases"
"SHCBP1","CENPA",6e-04,"Experiments"
"SHCBP1","RACGAP1",0.000673,"Experiments"
"CDCA7","SFN",0.000601,"Experiments"
"YEATS2","VPS72",0.000639,"Databases"
"ESCO2","PCNA",0.000481,"Experiments"
"MCM7","L3MBTL1",0.000406,"Experiments"
"MCM7","KIF14",0.000444,"Experiments"
"MCM7","RECQL4",0.000457,"Experiments"
"MCM7","MCMDC2",0.000476,"Experiments"
"MCM7","PCNA",0.000682,"Experiments"
"MCM7","WDHD1",0.000872,"Experiments"
"MCM7","CLSPN",0.000895,"Experiments + Databases"
"MCM7","CDC7",0.000896,"Experiments + Databases"
"MCM7","MCM10",0.000911,"Experiments + Databases"
"MCM7","ORC1",0.000936,"Experiments + Databases"
"MCM7","MCM8",0.000984,"Experiments + Databases"
"MCM7","GINS3",0.000993,"Experiments + Databases"
"MCM7","CDC45",0.000997,"Experiments + Databases"
"MCM7","MCM3",0.000999,"Experiments + Databases"
"CBX2","TTK",0.000459,"Text-mining"
"CBX2","H2BC11",0.000499,"Databases"
"CBX2","H2BC15",0.000499,"Databases"
"CBX2","H2BC9",0.000499,"Databases"
"CBX2","H2BC17",0.000499,"Databases"
"CBX2","CDC20B",0.00054,"Databases"
"CBX2","CDC20",0.00054,"Databases"
"CBX2","H2AX",0.000596,"Experiments + Databases"
"CBX2","RAD51",0.00072,"Databases"
"CBX2","BRCA2",0.00072,"Databases"
"CBX2","H3C10",9e-04,"Experiments"
"CBX2","UBE2C",9e-04,"Databases"
"CBX2","CUL7",9e-04,"Databases"
"CBX2","H3C6",9e-04,"Experiments"
"CBX2","EZH2",9e-04,"Databases"
"CBX2","H3C2",9e-04,"Experiments"
"TERT","SNRPE",0.00072,"Databases"
"TERT","SNRPB",0.00072,"Databases"
"TERT","SMG5",0.000731,"Experiments + Databases"
"TERT","H2BC6",8e-04,"Experiments"
"TERT","H2AC13",8e-04,"Experiments"
"TERT","H2BC11",8e-04,"Experiments"
"TERT","H2BC18",8e-04,"Experiments"
"TERT","H2AC11",8e-04,"Experiments"
"TERT","H2BC8",8e-04,"Experiments"
"SH3PXD2B","ADAM15",0.000416,"Text-mining"
"CNIH2","COL7A1",0.000499,"Databases"
"CNIH2","GRIK4",0.00054,"Databases"
"CNIH2","GRIN2A",0.00072,"Databases"
"CD34","TOMM40L",0.00054,"Databases"
"CD34","PODXL",0.00059,"Text-mining"
"RMI2","RFC4",0.000499,"Databases"
"RMI2","EXO1",0.000499,"Databases"
"RMI2","BRCA2",0.000499,"Databases"
"RMI2","RAD51",0.000499,"Databases"
"RMI2","RFC3",0.000499,"Databases"
"RMI2","XRCC3",0.000499,"Databases"
"RMI2","XRCC2",0.000499,"Databases"
"RMI2","RHNO1",0.000499,"Databases"
"RMI2","DNA2",0.000499,"Databases"
"RMI2","FANCA",0.000734,"Experiments"
"RMI2","BLM",0.000941,"Experiments + Databases"
"FANCI","SLCO6A1",0.000407,"Text-mining"
"FANCI","ECT2",0.000482,"Text-mining"
"FANCI","FAAP24",0.000499,"Databases"
"FANCI","EME1",0.000499,"Databases"
"FANCI","EME2",0.000499,"Databases"
"FANCI","POLD1",0.00054,"Databases"
"FANCI","POLN",0.00063,"Experiments + Databases"
"FANCI","RAD51",0.000669,"Experiments"
"FANCI","FANCA",0.000895,"Experiments + Databases"
"FANCI","UBE2T",0.000895,"Experiments + Databases"
"FANCI","FANCB",0.000895,"Experiments + Databases"
"FANCI","FANCG",0.000934,"Experiments + Databases"
"FANCI","BRCA2",0.000955,"Experiments + Databases"
"CKS1B","PLEKHG2",0.00047,"Experiments"
"CKS1B","CDC20",0.000563,"Experiments"
"CKS1B","CCNE2",0.000826,"Experiments + Databases"
"CKS1B","CKS2",0.000974,"Experiments + Databases"
"CKS1B","CCNA2",0.000985,"Experiments + Databases"
"CKS1B","CDK1",0.000998,"Experiments"
"ADCY6","GNG4",0.000499,"Databases"
"ADCY6","GNAZ",0.000526,"Databases"
"ADCY6","GNAL",0.000651,"Experiments + Databases"
"DNAH12","DNAH17",0.00054,"Databases"
"CLSPN","PCNA",0.000457,"Experiments"
"CLSPN","ORC1",0.000499,"Databases"
"CLSPN","MCM8",0.000499,"Databases"
"CLSPN","CDC7",0.00074,"Experiments + Databases"
"CLSPN","RHNO1",8e-04,"Databases"
"CLSPN","MCM10",0.000883,"Databases"
"CLSPN","MCM3",0.000895,"Experiments + Databases"
"CLSPN","GINS3",0.000931,"Experiments"
"CLSPN","CDC45",0.000965,"Experiments + Databases"
"CLSPN","WDHD1",0.000993,"Experiments"
"CLSPN","CHEK1",0.000998,"Experiments + Databases"
"ATAD5","PCNA",0.000597,"Experiments"
"ATAD5","RFC3",0.000756,"Experiments"
"ATAD5","RFC4",0.000984,"Experiments + Databases"
"AURKB","UBE2C",0.000406,"Databases"
"AURKB","SLCO6A1",0.000412,"Text-mining"
"AURKB","KCNJ11",0.000435,"Text-mining"
"AURKB","ECT2",0.00052,"Experiments"
"AURKB","ASPM",0.000536,"Text-mining"
"AURKB","BRCA2",0.000576,"Experiments"
"AURKB","CENPF",0.000588,"Text-mining"
"AURKB","ZWINT",0.000655,"Text-mining"
"AURKB","CENPA",0.000694,"Experiments"
"AURKB","KIF2C",0.000711,"Experiments"
"AURKB","KIF20A",0.000722,"Experiments"
"AURKB","RACGAP1",0.000777,"Experiments"
"AURKB","CDC20",0.00081,"Experiments"
"AURKB","KCNJ6",0.000848,"Text-mining"
"AURKB","CDK1",0.000851,"Experiments"
"AURKB","CDCA8",0.000998,"Experiments + Databases"
"AURKB","INCENP",0.000999,"Experiments + Databases"
"RNF31","PDLIM7",0.000424,"Experiments"
"TYMS","UBE2C",0.000409,"Experiments"
"CHAF1B","H3C2",0.00042,"Experiments"
"CHAF1B","PCNA",0.000521,"Experiments"
"ANXA2R","ANXA2",0.000977,"Text-mining"
"DCAF4L2","DET1",0.00054,"Databases"
"DCAF4L2","DCAF8L2",0.00054,"Databases"
"DCAF4L2","DCAF8L1",0.00054,"Databases"
"DCAF4L2","DCAF4L1",0.00054,"Databases"
"DCAF4L2","DTL",0.00054,"Databases"
"MYEF2","SOX2",0.000457,"Experiments"
"DUOX1","DUOX2",0.000957,"Databases"
"CDK5R1","PLXNA3",0.000499,"Databases"
"CDK5R1","PLXNA1",0.000499,"Databases"
"CDK5R1","CDK5RAP3",0.000551,"Experiments"
"FAM133A","H2BC15",0.000518,"Experiments"
"SKA3","PPP2R2C",0.000422,"Experiments"
"SKA3","CENPF",9e-04,"Databases"
"SULT1C2","SULT4A1",0.000796,"Experiments + Databases"
"NQO1","NME1",0.00048,"Experiments"
"NQO1","TP73",0.00055,"Experiments"
"DYNC1I1","BICD1",0.000684,"Experiments + Databases"
"EZH2","HMGA1",0.000439,"Experiments"
"EZH2","IGF2BP2",0.000444,"Text-mining"
"EZH2","E2F1",0.000494,"Experiments"
"EZH2","H2BC15",0.000502,"Experiments + Databases"
"EZH2","H2BC17",0.000502,"Experiments + Databases"
"EZH2","H2BC9",0.000502,"Experiments + Databases"
"EZH2","H2BC18",0.000502,"Experiments + Databases"
"EZH2","H2AX",0.000658,"Experiments + Databases"
"EZH2","CDK1",0.000669,"Experiments"
"EZH2","H2AC11",0.000801,"Experiments"
"EZH2","H4C14",0.000802,"Experiments"
"EZH2","H4C12",0.000802,"Experiments"
"EZH2","H4C5",0.000802,"Experiments"
"EZH2","H4C8",0.000802,"Experiments"
"EZH2","H2BC11",0.000896,"Experiments + Databases"
"EZH2","EHMT2",0.00092,"Experiments"
"EZH2","H2AC13",0.000923,"Experiments + Databases"
"EZH2","PHF19",0.000925,"Experiments + Databases"
"EZH2","DNMT3B",0.000995,"Experiments + Databases"
"EZH2","DNMT1",0.000995,"Experiments + Databases"
"PKM","CUL7",5e-04,"Experiments"
"PKM","NME1",9e-04,"Databases"
"CDC25C","PCNA",0.000457,"Experiments"
"CDC25C","CHEK1",0.000697,"Experiments"
"CDC25C","CDK1",0.000911,"Experiments"
"CDC25C","SFN",0.000912,"Experiments + Databases"
"CDC25C","PKN1",0.000926,"Experiments + Databases"
"PFN4","FHDC1",0.000474,"Experiments"
"DSCC1","PCNA",0.000499,"Databases"
"DSCC1","RFC4",0.000982,"Experiments + Databases"
"DSCC1","RFC3",0.000991,"Experiments + Databases"
"SOX11","H4C12",8e-04,"Experiments"
"SOX11","H4C14",8e-04,"Experiments"
"SOX11","H4C8",8e-04,"Experiments"
"SOX11","H4C5",8e-04,"Experiments"
"BCAT2","BCAT1",9e-04,"Databases"
"E2F7","E2F1",0.000402,"Experiments"
"SPAG5","TOP2A",0.000441,"Text-mining"
"SPAG5","CDK1",0.000459,"Experiments"
"SPAG5","SPAG4",0.000548,"Text-mining"
"SOX2","KPNA2",0.000405,"Experiments"
"SOX2","UHRF1",0.000431,"Text-mining"
"SOX2","IGF2BP2",0.000506,"Experiments"
"SOX2","CDX2",0.000541,"Text-mining"
"SOX2","POU3F2",0.000609,"Text-mining"
"SOX2","H4C14",8e-04,"Experiments"
"SOX2","H4C12",8e-04,"Experiments"
"SOX2","H4C5",8e-04,"Experiments"
"SOX2","H3C10",8e-04,"Experiments"
"SOX2","H3C2",8e-04,"Experiments"
"SOX2","H2BC11",8e-04,"Experiments"
"SOX2","H4C8",8e-04,"Experiments"
"SOX2","H3C6",8e-04,"Experiments"
"SOX2","PAX6",0.000813,"Experiments"
"SOX2","CDK1",0.000924,"Experiments"
"DBF4B","CDC7",0.000747,"Experiments"
"KIF15","MKI67",0.000483,"Experiments"
"KIF15","KIFC1",0.00054,"Databases"
"KIF15","KIF21B",0.00054,"Databases"
"KIF15","KIF5A",0.00054,"Databases"
"KIF15","KIF18B",0.00054,"Databases"
"KIF15","KIF2C",0.00054,"Databases"
"KIF15","KIF14",0.00054,"Databases"
"KIF15","KIF20A",0.00054,"Databases"
"KIF15","KLC2",0.00072,"Databases"
"LAMA3","LAMB4",0.00054,"Databases"
"LAMA3","ITGA6",0.00065,"Databases"
"NCAPD2","NCAPG2",0.00054,"Databases"
"NCAPD2","SMC1B",0.000563,"Experiments"
"KLK4","KPNA2",0.000431,"Text-mining"
"TACC3","ENAH",0.000608,"Experiments"
"TACC3","CEP55",0.000693,"Experiments"
"FLNC","ACTN2",0.000618,"Text-mining"
"FLNC","ITGA6",0.00065,"Databases"
"FLNC","FBLIM1",0.000998,"Experiments + Databases"
"BMP8A","BMP7",0.000875,"Text-mining"
"TSEN54","RPP21",0.00054,"Databases"
"DCAF4L1","DCAF8L1",0.00054,"Databases"
"DCAF4L1","DET1",0.00054,"Databases"
"DCAF4L1","DCAF8L2",0.00054,"Databases"
"DCAF4L1","DTL",0.00054,"Databases"
"JAG2","PYCR1",0.000744,"Text-mining"
"PIF1","PCNA",0.000517,"Experiments"
"TRAIP","H2AX",0.000412,"Experiments"
"TRAIP","PCNA",0.000618,"Experiments"
"CDCA2","KPNA2",0.000587,"Experiments"
"KNTC1","ZWINT",0.000416,"Text-mining"
"KNTC1","CDCA8",0.000506,"Text-mining"
"DNMT3B","CDH8",0.000442,"Text-mining"
"DNMT3B","NR6A1",0.000541,"Text-mining"
"DNMT3B","H2BC15",0.000606,"Experiments + Databases"
"DNMT3B","H2BC11",0.000651,"Experiments + Databases"
"DNMT3B","H2BC9",0.000669,"Experiments + Databases"
"DNMT3B","HELLS",0.000724,"Experiments"
"DNMT3B","H2AX",0.000785,"Experiments + Databases"
"DNMT3B","EHMT2",0.000827,"Experiments"
"DNMT3B","H2BC17",0.000869,"Experiments + Databases"
"DNMT3B","UHRF1",0.000892,"Experiments"
"DNMT3B","H3C6",9e-04,"Experiments"
"DNMT3B","H3C10",9e-04,"Experiments"
"DNMT3B","H3C2",9e-04,"Experiments"
"DNMT3B","MAFG",0.000934,"Experiments"
"DNMT3B","DNMT1",0.000998,"Experiments + Databases"
"FOXK1","RBL1",0.000402,"Experiments"
"LIN9","E2F5",0.000628,"Databases"
"LIN9","MYBL1",0.000699,"Experiments"
"LIN9","RBL1",0.000739,"Experiments"
"LIN9","FOXM1",0.000764,"Experiments + Databases"
"MAPK8IP2","FGF13",0.000457,"Experiments"
"MAPK8IP2","TTLL4",0.000463,"Experiments"
"MAPK8IP2","KLC2",0.000715,"Experiments"
"MAPK8IP2","FGF12",0.000869,"Experiments"
"KPNA7","KPNA2",0.00054,"Databases"
"BCAN","ACAN",0.000978,"Text-mining"
"COL7A1","COL15A1",4e-04,"Databases"
"COL7A1","COL9A1",4e-04,"Databases"
"COL7A1","SERPINH1",0.000526,"Databases"
"GRIN2A","ACTN2",0.000499,"Databases"
"GRIN2A","GRIK4",0.000551,"Databases"
"GRIN2A","MPP3",0.000712,"Text-mining"
"OSBP2","BTNL8",0.000414,"Experiments"
"UNC5A","ADGRL1",0.000749,"Experiments"
"MAPK11","DUSP9",0.000454,"Experiments"
"MAPK11","MAPT",0.000457,"Experiments"
"MAPK11","CTNNA2",0.000499,"Databases"
"GNAL","OR51E1",0.000503,"Experiments + Databases"
"GNAL","OR51E2",0.000503,"Experiments + Databases"
"GNAL","GNAZ",0.00054,"Databases"
"GNAL","GNG4",0.000655,"Experiments + Databases"
"ERCC6L","CENPI",0.000475,"Experiments"
"ERCC6L","BLM",0.000725,"Experiments"
"ERCC6L","BEND3",9e-04,"Experiments"
"GLDN","NRCAM",0.00089,"Text-mining"
"CDKN3","CDK1",0.000462,"Experiments"
"RAD54B","RIBC2",0.000485,"Experiments"
"RAD54B","RAD54L",0.000931,"Databases"
"RAD54B","RAD51",0.000945,"Experiments"
"CENPA","CENPF",0.000489,"Text-mining"
"CENPA","KIF2C",0.000537,"Text-mining"
"CENPA","DSN1",0.000643,"Experiments"
"CENPA","H2AX",0.000678,"Experiments + Databases"
"CENPA","H2BC18",0.000735,"Experiments"
"CENPA","H3C10",8e-04,"Experiments"
"CENPA","H3C2",8e-04,"Experiments"
"CENPA","H2BC8",0.000807,"Experiments"
"CENPA","H2BC6",0.000807,"Experiments"
"CENPA","H3C6",0.000832,"Experiments"
"CENPA","H2BC9",0.000861,"Experiments + Databases"
"CENPA","H2BC15",0.000861,"Experiments + Databases"
"CENPA","H2BC17",0.000869,"Experiments + Databases"
"CENPA","CENPL",0.000899,"Experiments + Databases"
"CENPA","H2AC11",0.000907,"Experiments"
"CENPA","H2BC11",0.000907,"Experiments + Databases"
"CENPA","H2AC13",0.000907,"Experiments"
"CENPA","CENPO",0.000922,"Experiments + Databases"
"CENPA","H4C5",0.000956,"Experiments + Databases"
"CENPA","H4C14",0.000956,"Experiments + Databases"
"CENPA","H4C12",0.000956,"Experiments + Databases"
"CENPA","H4C8",0.000956,"Experiments + Databases"
"CENPA","CENPW",0.000964,"Experiments + Databases"
"CENPA","CENPK",0.000975,"Experiments + Databases"
"CENPA","CENPI",0.000984,"Experiments + Databases"
"CENPA","HJURP",0.000995,"Experiments + Databases"
"CDCA4","PPP2R2C",0.000644,"Experiments"
"PLCB1","GNG4",0.000567,"Databases"
"THBS4","PDGFA",0.000499,"Databases"
"MAPT","CDK1",0.000457,"Experiments"
"MAPT","MAP2",0.000457,"Experiments"
"MAPT","PACSIN1",0.000464,"Experiments"
"MAPT","SFN",0.00057,"Experiments"
"MAPT","ANXA2",0.000676,"Experiments"
"TRPC6","RNF24",0.000681,"Experiments"
"SFN","EXO1",0.000589,"Experiments"
"SFN","CDK1",0.00063,"Experiments + Databases"
"FOXM1","DEPDC1",0.000441,"Experiments"
"FOXM1","TK1",0.000459,"Text-mining"
"FOXM1","CCNA2",0.000766,"Text-mining"
"FOXM1","CDK1",0.00085,"Experiments"
"PKN1","H2BC11",0.000499,"Databases"
"PKN1","H2BC17",0.000499,"Databases"
"PKN1","H2AX",0.000499,"Databases"
"PKN1","H2BC9",0.000499,"Databases"
"PKN1","H2BC15",0.000499,"Databases"
"E2F1","KPNA2",0.000453,"Text-mining"
"E2F1","TP73",0.000457,"Experiments"
"E2F1","CDC20",0.000457,"Experiments"
"E2F1","E2F5",0.000535,"Experiments"
"E2F1","RBL1",0.000685,"Experiments"
"E2F1","CDKN2A",0.000742,"Experiments"
"E2F1","DNMT1",0.000913,"Experiments"
"E2F1","CCNA2",0.000987,"Experiments + Databases"
"E2F1","E2F2",0.000989,"Experiments + Databases"
"KCNJ11","INCENP",0.000631,"Text-mining"
"KCNJ11","ABCB5",0.000772,"Experiments"
"DUSP9","PPEF1",0.000418,"Text-mining"
"ANXA2","PCNA",0.000605,"Experiments"
"ANXA2","S100A10",0.000999,"Experiments + Databases"
"RPL22L1","RPL30",0.000495,"Experiments"
"VPS72","H2BC8",0.000438,"Experiments"
"VPS72","H2BC11",9e-04,"Experiments"
"PDGFA","COL9A1",0.000499,"Databases"
"PDGFA","COL4A2",0.000499,"Databases"
"PDGFA","COL4A1",0.000499,"Databases"
"PDGFA","SPP1",0.000499,"Databases"
"BLM","H2AX",0.000457,"Experiments"
"BLM","RFC4",0.000499,"Databases"
"BLM","XRCC3",0.000499,"Databases"
"BLM","RHNO1",0.000499,"Databases"
"BLM","RFC3",0.000499,"Databases"
"BLM","MSH5",0.000581,"Experiments + Databases"
"BLM","XRCC2",0.00063,"Experiments + Databases"
"BLM","RAD51",0.000797,"Experiments + Databases"
"BLM","BRCA2",8e-04,"Databases"
"BLM","FANCG",0.000809,"Experiments"
"BLM","FANCA",0.000815,"Experiments"
"BLM","DNA2",0.000899,"Experiments + Databases"
"BLM","EXO1",0.000951,"Experiments + Databases"
"DNM3","AP1M2",0.000499,"Databases"
"PDLIM7","TPM2",0.000455,"Experiments"
"PDLIM7","ARTN",0.000499,"Databases"
"PDLIM7","MYO1A",0.00054,"Databases"
"PDLIM7","TBX4",0.000642,"Text-mining"
"JPT1","STMN1",0.00042,"Experiments"
"CENPL","HJURP",0.000499,"Databases"
"CENPL","H2BC8",8e-04,"Experiments"
